city_id,name,category,note
,キャリア（自動車用品）（大小問わず）,連絡ごみ,
,キャリーバッグ（60cm未満）,もえないごみ,骨組み等で金属が使用されている可能性があるため「もえないごみ」の取り扱い
,キャリーバッグ（60cm以上）,連絡ごみ,
,救急箱（金属製）,もえないごみ,
,救急箱（金属製以外）,もえるごみ,
,給湯器（60cm未満）,連絡ごみ,長さ60cm以上のものは、業者又は販売店等へ
,牛乳パック,集団回収対象品目,資源物集団回収にご協力ください※プラスチック部分は取り除き、プラマークのあるものは「プラスチック製容器包装」、ないものは「もえるごみ」へ
,鏡台（60cm未満）,もえないごみ,
,鏡台（60cm以上）,連絡ごみ,
,金庫（手掲げ式）,もえないごみ,
,金庫（耐火式）,集積所に出してはいけないごみ,業者又は販売店等へ
,空気入れ（金属製・電動式）（60cm未満）,もえないごみ,
,空気入れ（プラスチック製）（60cm未満）,もえるごみ,
,空気入れ（60cm以上）,連絡ごみ,
,空気清浄機（60cm未満）,もえないごみ,
,空気清浄機（60cm以上）,連絡ごみ,
,クーラー（エアコン）,集積所に出してはいけないごみ,家電リサイクルを参照
,クーラーボックス（金属製）（60cm未満）,もえないごみ,
,クーラーボックス（プラスチック製）（60cm未満）,もえるごみ,
,クーラーボックス（60cm以上）,連絡ごみ,
,釘,もえないごみ,危なくないように紙等で包む
,"草花（太さ5cm未満
長さ60cm未満）",もえるごみ,ひもで束ねる（袋不要）、多量にある場合は自己搬入
,"草花（太さ15cm未満
長さ100cm未満）",みどりのリサイクル,みどりのリサイクルを参照
,"草花（太さ5cm以上
又は
長さ60cm以上）",集積所に出してはいけないごみ,再生利用指定業者へ
,草刈り機（エンジン式・電動式）（大小問わず）,連絡ごみ,危なくないように刃は紙等で包む
,草刈り機の刃,もえないごみ,危なくないように刃は紙等で包む
,鎖（金属製）（大小問わず）,連絡ごみ,
,鎖（プラスチック製）（60cm未満）,もえるごみ,長さ60cm未満に切る
,鎖（プラスチック製）（60cm以上）,連絡ごみ,
,くし（金属製）,もえないごみ,
,くし（金属製以外）,もえるごみ,
,薬（錠剤・飲み薬・塗り薬）（少量）,もえるごみ,紙等に包んだり、布に染み込ませる
,薬（錠剤・飲み薬・塗り薬）（多量）,集積所に出してはいけないごみ,業者又は病院等へ
,薬（農薬）,集積所に出してはいけないごみ,業者又は販売店等へ
,靴,もえるごみ,安全靴・金属製スパイクシューズは「もえないごみ」、スケート靴は「連絡ごみ」
,靴箱（下駄箱）（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,靴箱（下駄箱）（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満
,靴箱（下駄箱）（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,クッキングペーパー,もえるごみ,
,クッション（60cm未満）,もえるごみ,
,クッション（60cm以上）,連絡ごみ,クッション類（クッション・座布団・ビーズクッション・まくら）5個までごとに
,クリスマスツリー（本体）（金属製）（60cm未満）,もえないごみ,
,クリスマスツリー（本体）（プラスチック製）（60cm未満）,もえるごみ,
,クリスマスツリー（本体）（60cm以上）,連絡ごみ,
,クリスマスツリー（飾り）（電飾コード）,もえないごみ,長さ60cm未満に切る
,クリスマスツリー（飾り）（金属類）,もえないごみ,
,クリスマスツリー（飾り）（プラスチック類）,もえるごみ,
,車椅子（手動式）（大小問わず）,連絡ごみ,
,車椅子（電動式）,集積所に出してはいけないごみ,業者又は販売店等へ
,クレヨン,もえるごみ,
,グローブ（運動用）,もえるごみ,
,グローランプ,もえないごみ,
,クワ（鍬）（大小問わず）,連絡ごみ,家庭菜園用器具（スコップ、シャベル、カッサライ、ジョレン、クワ、ツルハシ等）を5本までごとに
,燻煙剤（薬剤缶）,もえないごみ,中身は使い切る、中身が残っているものは、製造メーカーに処理方法を確認する
,蛍光管・蛍光灯（大小問わず）,特定品目,交換した箱等に入れて出す、割れている場合は「もえないごみ」
,珪藻土マット（60cm未満）,もえないごみ,
,珪藻土マット（60cm以上）,連絡ごみ,
,携帯電話,集積所に出してはいけないごみ,"販売店へ
※使用済小型家電の回収対象品目"
,毛糸,もえるごみ,
,計量器（60cm未満）,もえないごみ,
,計量器（60cm以上）,連絡ごみ,
,ケージ（ペットの小屋）（金属製）（60cm未満）,もえないごみ,
,ケージ（ペットの小屋）（金属製以外）（60cm未満）,もえるごみ,
,ケージ（ペットの小屋）（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,ケージ（ペットの小屋）（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満、1辺の長さが200cm以上の大型のものは、業者又は販売店等へ
,ケージ（ペットの小屋）（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上、1辺の長さが200cm以上の大型のものは、業者又は販売店等へ
,ゲートボールスティック（金属製）（大小問わず）,連絡ごみ,ゲートボールスティック（金属製・木製）を5本までごとに
,ゲートボールスティック（木製）（60cm以上）,連絡ごみ,ゲートボールスティック（金属製・木製）を5本までごとに
,ゲートボール用ボール,もえないごみ,
,ケーブル（電気コード）,もえないごみ,長さ60cm未満に切る
,ゲーム機（ポータブルタイプも含む）,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,消しゴム,もえるごみ,
,化粧品の中身,もえるごみ,液体は紙・布等に染み込ませる
,化粧品の容器（金属製・ガラス製・陶器製）,もえないごみ,中身は取り除く
,化粧品の容器（プラマーク有り）,プラスチック製容器包装,中身は取り除く・汚れの取れないものは「もえるごみ」
,下駄箱（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,下駄箱（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満
,下駄箱（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,血圧計（水銀式）,特定品目,割れないようにケース等に入れる、割れたものは、袋等に入れて「特定品目」※内容物の表記をする
,血圧計（電子式）（60cm未満）,もえないごみ,※使用済小型家電の回収対象品目
,血圧計（電子式）（60cm以上）,連絡ごみ,
,玄関マット（金属製）（60cm未満）,もえないごみ,
,玄関マット（金属製以外）（60cm未満）,もえるごみ,
,玄関マット（60cm以上）,連絡ごみ,
,けんざん,もえないごみ,危なくないように紙等で包む
,剣道防具一式（大小問わず）,連絡ごみ,
,鍵盤ハーモニカ,もえないごみ,
,碁石（石製）,もえないごみ,
,碁石（プラスチック製）,もえるごみ,
,鯉のぼり,もえるごみ,長さ60cm未満に切る
,鯉のぼりポール（60cm未満）,もえないごみ,
,鯉のぼりポール（60cm以上）,連絡ごみ,
,コイン型電池,特定品目,安全のため１つずつ両面にセロハンテープ等を貼り、絶縁してから出す
,高圧洗浄機（大小問わず）,連絡ごみ,
,耕運機,集積所に出してはいけないごみ,業者又は販売店等へ
,工具,もえないごみ,電動工具は「連絡ごみ」
,工具（電動工具）（大小問わず）,連絡ごみ,インパクトレンチ、グラインダー、サンダー、ドリル等　電池類は取り外して「特定品目」
,工具箱（金属製）（60cm未満）,もえないごみ,
,工具箱（金属製以外）（60cm未満）,もえるごみ,
,工具箱（60cm以上）,連絡ごみ,
,ゴーグル（金属製）,もえないごみ,
,ゴーグル（金属製以外）,もえるごみ,
,コード,もえないごみ,長さ60cm未満に切る
,コーヒーミル（手動式）,もえないごみ,
,コーヒーミル（電動式）（大小問わず）,連絡ごみ,
,コーヒーメーカー,もえないごみ,
,氷まくら,もえるごみ,
,ござ（60cm未満）,もえるごみ,
,ござ（60cm以上）,連絡ごみ,6畳未満のもの
,ござ（60cm以上）,連絡ごみ,6畳以上のもの
,こたつ（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm未満
,こたつ（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm以上
,こたつ天板（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm未満
,こたつ天板（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm以上
