city_id,name,category,note
,乾電池,資源物,燃えないごみの日に回収。
,感熱紙,燃えるごみ,
,キーボード（楽器）,直接搬入するごみ,コードは根元から切って束ねて出す。
,機械油,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,木くず（少量）,燃えるごみ,
,木くず（多量）,直接搬入するごみ,草木処理業者へ。
,ギター,直接搬入するごみ,弦は外して束ねて出す。
,キッズシート,燃えないごみ,指定袋に入らないものは直接搬入。
,脚立,直接搬入するごみ,
,ギャチベッド（介護用特殊寝台）,直接搬入するごみ,
,キャッシュカード類,燃えるごみ,
,キャップ（金属製）,燃えないごみ,
,キャップ（プラスチック製）,資源物,エアゾール缶のキャップ含む。
,キャリー,燃えないごみ,指定袋に入らないものは直接搬入。
,牛乳パック,資源物,
,鏡台,直接搬入するごみ,
,金庫,直接搬入するごみ,業務用は販売店へ。
,空気入れ,燃えないごみ,
,空気清浄機,燃えないごみ,指定袋に入らないものは直接搬入。
,クーラーボックス,燃えるごみ,指定袋に入らないものは直接搬入。
,釘,燃えないごみ,危なくないようにビニール袋等で包む。
,草（少量）,燃えるごみ,枯らしてから出す。
,草（多量）,受け入れできないもの,菊川市役所までお問合せ下さい。
,草刈り機,直接搬入するごみ,タンク内の燃料は完全に抜く。（家庭で使用できるものに限る。）
,くし（木製・プラスチック製）,燃えるごみ,金属製のものは燃えないごみ。
,薬のビン,資源物,中身を空にする。農業で使用した薬品のビンは購入店に問い合わせる。
,靴,燃えるごみ,きれいな物は衣類回収へ。
,クッキングペーパー,燃えるごみ,
,クッション,燃えるごみ,指定袋に入らないものは直接搬入。
,首輪,燃えるごみ,
,クリアファイル,燃えるごみ,
,クリーニング用ビニール,燃えるごみ,
,車椅子,直接搬入するごみ,
,クレヨン（クレパス、クーピー等）,燃えるごみ,
,グローブ,燃えるごみ,
,くん煙殺虫剤,燃えないごみ,
,軍手,燃えるごみ,
,蛍光管,資源物,回収日、回収場所は市役所からお知らせします。または、直接搬入。割れたら燃えないごみ。
,蛍光管（LED),燃えるごみ,プラスチック製は燃えるごみ。それ以外は燃えないごみ。
,携帯電話,燃えないごみ,または販売店に問合せ。
,毛糸,燃えるごみ,
,ゲートボールスティック（木製）,燃えるごみ,
,ゲームソフト,燃えるごみ,電子基盤が付いているものは不燃ごみ。
,消しゴム,燃えるごみ,
,化粧ビン,資源物,中身を空にする。きれいなもの→資源物。汚れているもの、乳白色のもの→燃えないごみ。
,下駄箱,直接搬入するごみ,
,ケチャップの容器,資源物,汚れの落ちないものは燃えるごみ。
,玄関マット,燃えるごみ,金属製は燃えないごみ。
,剣山,燃えないごみ,危なくないようにビニール袋等で包む。
,剣道具,直接搬入するごみ,
,鍵盤ハーモニカ,燃えないごみ,
,碁石,燃えないごみ,プラ製品は燃えるごみ。
,工具（ドライバー・スパナ等）,燃えないごみ,
,氷枕,燃えるごみ,
,ゴーグル,燃えるごみ,
,ござ,燃えるごみ,
,コードレス電話機（親機・子機）,燃えないごみ,
,コード類,燃えないごみ,1m程度に切断するか束ねる。
,コーヒーメーカー,燃えないごみ,指定袋に入らないものは直接搬入。
,こたつ,直接搬入するごみ,燃えるごみと燃えないごみに分けて出す。コードは根元から切って束ねて出す。
,コップ（紙・プラスチック製）,燃えるごみ,ガラス製は燃えないごみ。
,コピー機（家庭用）,燃えないごみ,指定袋に入らないものは直接搬入。
,ゴム製品,燃えるごみ,
,ゴムホース,燃えるごみ,1m程度に切断する。
,米びつ（ハイザー）,直接搬入するごみ,
,米袋（プラスチック製）,資源物,紙製のものは燃えるごみ。
,ゴルフクラブ・バッグ,直接搬入するごみ,
,コンクリート,燃えないごみ,指定袋に入らないものは直接搬入。家庭で使用したものに限る。
,コンタクトレンズ,燃えるごみ,
,コンパクト（化粧用）,燃えないごみ,
,サーキュレーター,燃えないごみ,指定袋に入らないものは直接搬入。
,サーフボード,直接搬入するごみ,
,座椅子,直接搬入するごみ,燃えるごみと燃えないごみに分けて出す。
,サイドボード,直接搬入するごみ,ガラス、鏡は外す。
,裁縫箱,燃えるごみ,
,サインペン,燃えるごみ,金属製は燃えないごみ。
,雑誌,資源物,紙ひもで縛って出す。
,座布団,燃えるごみ,指定袋に入らないものは直接搬入。
,皿（せともの・陶器を含む）,燃えないごみ,危なくないようにビニール袋等で包む。
,サンダル,燃えるごみ,きれいな物は衣類回収へ。
,三輪車,直接搬入するごみ,
,三面鏡,直接搬入するごみ,指定袋に入る物は燃えないごみ。
,シーツ,燃えるごみ,きれいな物は衣類回収へ。
,CD・CDケース,燃えるごみ,
,CDラジカセ,燃えないごみ,電池を抜いて、コードは根元から切って束ねて出す。指定袋に入らないものは直接搬入。
,地下足袋,燃えるごみ,
,磁器カード,燃えるごみ,
,磁器マット,燃えないごみ,指定袋に入らないものは直接搬入。
,磁石,燃えないごみ,ビニール袋等で包む。
,七輪,燃えないごみ,指定袋に入らないものは直接搬入。
,自転車,直接搬入するごみ,
,自動車部品,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,竹刀,燃えるごみ,袋に入る大きさに切る。
,シャープペン,燃えるごみ,
,写真・写真のネガ,燃えるごみ,
,しゃもじ,燃えるごみ,
,シャンプーの容器,資源物,
,シューズケース,燃えるごみ,
,シューズキーパー,燃えるごみ,
,ジューサーミキサー,燃えないごみ,コードは根元から切って束ねて出す。
,じゅうたん,燃えるごみ,50cm四方に切って出す。指定袋に入らないものは直接搬入。
,充電器,燃えないごみ,
,消火器,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,将棋盤,燃えるごみ,指定袋に入らないものは直接搬入。
,障子,直接搬入するごみ,ガラスのはまっている物は、ガラスを外す。
,浄水器,燃えないごみ,指定袋に入らないものは直接搬入。
,照明器具,燃えないごみ,電球、蛍光灯は外して、コードは根元から切って束ねて出す。指定袋に入らないものは直接搬入。
,しょうゆ入れ（弁当用）,資源物,
,じょうろ,燃えるごみ,金属製は燃えないごみ。
,食用油,燃えるごみ,古布等に吸わせて出す。
,食用油の容器（金属製）,燃えないごみ,
,食用油の容器（プラスチック製）,資源物,
,除湿機,燃えないごみ,指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,食器（ガラス・せともの製）,燃えないごみ,危なくないようにビニール袋等で包む。
,食器（プラスチック・紙製）,燃えるごみ,
,食器棚,直接搬入するごみ,ガラス・鏡は外す。
,食器洗い乾燥機,燃えないごみ,指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,シルバーカー,直接搬入するごみ,
,人工芝,燃えるごみ,指定袋に入らないものは直接搬入。
,新聞紙,資源物,紙ひもで縛って出す。
,吸い殻（タバコ）,燃えるごみ,
,水槽,燃えないごみ,危なくないようにビニール袋等で包む。プラスチック製のものは燃えるごみ。指定袋に入らないものは直接搬入。
,水筒（金属製）,燃えないごみ,プラスチック製のものは燃えるごみ。
,炊飯器,燃えないごみ,指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,スーツケース,直接搬入するごみ,
,姿見,直接搬入するごみ,
,スキー板,直接搬入するごみ,ビンディングは取り外す。
,スキーウェア,燃えるごみ,きれいな物は衣類回収へ。
,スキー靴,燃えるごみ,
,スキーストック,直接搬入するごみ,
,スケートボード,燃えないごみ,指定袋に入らないものは直接搬入。
,スケート靴,燃えるごみ,金属の部分はビニール等で包んで燃えないごみ。
,すずり,燃えないごみ,
,すだれ,燃えるごみ,切って指定袋に入れて出す。
,ステープラー,燃えないごみ,プラスチック製のものは燃えるごみ。
,ステレオ（コンポ）,燃えないごみ,指定袋に入らないものは直接搬入。
,ストーブ,直接搬入するごみ,灯油を使い切って、タンクを空にする。電池を抜いて出す。
,ストッキング,燃えるごみ,きれいな物は衣類回収へ。
,ストロー,燃えるごみ,
,スノーボード,直接搬入するごみ,ビンディングは取り外す。
,すのこ,燃えるごみ,切って指定袋に入れて出す。
,スパイクシューズ,燃えるごみ,金属の部分はビニール等で包んで燃えないごみ。
,スピーカー,燃えないごみ,指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,スプーン,燃えないごみ,木製・プラスチック製は燃えるごみ。
,スプリング（自転車・バイク）,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,スプリングマットレス,直接搬入するごみ,できる範囲で解体、分別してください。
,スプレー缶（金属製）,燃えないごみ,使い切ってから穴を開ける。プラスチック製のふたは資源物（プラ資源）
,すべり台,直接搬入するごみ,
,ズボンプレッサー,直接搬入するごみ,
,スポンジ,燃えるごみ,
,墨（固形）,燃えるごみ,
,スリッパ,燃えるごみ,
,生理用品,燃えるごみ,小袋または新聞紙などに包んで指定袋へ。
,せっけん,燃えるごみ,
,せともの,燃えないごみ,危なくないようにビニール等で包む。
,セロハン紙,燃えるごみ,
,線香,燃えるごみ,発火の恐れがあるため、水で濡らすこと。
,洗剤,燃えるごみ,
,洗剤の容器（プラスチック製）,資源物,
,洗車ブラシ,燃えるごみ,
,扇子,燃えるごみ,
,扇風機,燃えないごみ,指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,洗濯機,リサイクル家電,購入元へ。（家電リサイクル法）
,洗面器,燃えるごみ,金属製は燃えないごみ。
,洗面台,直接搬入するごみ,
,造花,燃えるごみ,
,双眼鏡,燃えないごみ,
,ぞうり,燃えるごみ,
,掃除機,燃えないごみ,ホース部分は短く切って出す。指定袋に入らない物は直接搬入。コードは根元から切って束ねて出す。
,ソースの容器,資源物,汚れの落ちないものは燃えるごみ。
,ソーラー機器（集熱器）,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,ソファー,直接搬入するごみ,できる範囲で解体、分別してください。
,そり,燃えるごみ,指定袋に入らないものは直接搬入。
,そろばん,燃えるごみ,
,体温計（電子）,燃えないごみ,水銀入りの物は別回収。回収日、回収場所は市役所からお知らせします。
,耐火金庫,直接搬入するごみ,
,耐熱ガラス,燃えないごみ,
,タイヤ,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,タオル,燃えるごみ,きれいな物は衣類回収へ。
,竹串,燃えるごみ,危なくないように先を折る。
,竹ぼうき,燃えるごみ,指定袋に入らないものは直接搬入。
,畳,直接搬入するごみ,個人の持ち込みに限る。15枚以内。または購入元に問合せ。
,脱臭剤,資源物,中身を消費した場合に限る。
,タッパー,燃えるごみ,
,卵のパック,資源物,
,たらい（金属製）,燃えないごみ,プラスチック製のものは燃えるごみ。
,たわし,燃えるごみ,
,タンス,直接搬入するごみ,ガラス、鏡は外す。
,ダンボール,資源物,紙ひもで縛って出す。
,チェーン（車タイヤ用）,燃えないごみ,または販売店に問合せ。
,地球儀,燃えないごみ,指定袋に入らない物は直接搬入。
,チャイルドシート,直接搬入するごみ,
,茶碗（陶器）,燃えないごみ,漆器はもえるごみ。危なくないようにビニール等で包む。
,中華鍋,燃えないごみ,指定袋に入らない物は直接搬入。
,注射針・針付きのチューブ,受け入れできないもの,
,注射筒（針なし）,燃えるごみ,
,チューブ類,燃えるごみ,1m程度に切断する。
,貯金箱（プラスチック）,燃えるごみ,陶器製は燃えないごみ。
,ちりとり,燃えるごみ,金属製は燃えないごみ。
,杖,燃えるごみ,金属製は燃えないごみ。
,使い捨てカイロ,燃えるごみ,使用済みのもの。
,使い捨てライター,燃えないごみ,ガス・オイルを抜くこと。
,机,直接搬入するごみ,
,つけ毛・つけまつ毛,燃えるごみ,
,漬物石（プラスチック製）,燃えるごみ,
,積み木,燃えるごみ,
,詰め替え用パック,資源物,中身がきれいにならなければ燃えるごみ。
,爪切り,燃えないごみ,
,釣り糸,燃えるごみ,短く切って出す。
,釣り竿,燃えるごみ,指定袋に入る大きさに切る。
,釣り針,燃えないごみ,危なくないようにビニール袋等で包む。
,DVDディスク・ケース,燃えるごみ,
,テープ,燃えるごみ,
,テーブル,直接搬入するごみ,
,デスクマット,燃えるごみ,指定袋に入るように切る。
,鉄アレイ,直接搬入するごみ,
,鉄板,直接搬入するごみ,
,テニスラケット,燃えるごみ,金属製のものは燃えないごみ。
,テレビ（液晶・ブラウン）,リサイクル家電,購入元へ。（家電リサイクル法）
,テレビ台,直接搬入するごみ,
,テレビゲーム（本体）,燃えないごみ,コードは根元から切って束ねて出す。
,テレホンカード,燃えるごみ,
,電気温水器（屋外丸タンク用）,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,電気カーペット,燃えるごみ,指定袋に入る大きさに切る。コードは根元から切って束ねて出す。電気の部分は燃えないごみ。
,電気ストーブ,燃えないごみ,コードは根元から切って束ねて出す。指定袋に入らないものは直接搬入。
,電気ひげそり,燃えないごみ,電池を抜いて出す。
,電気ポット,燃えないごみ,
,電気毛布,燃えるごみ,コードは根元から切って束ねて出す。指定袋に入らないものは直接搬入。
,電球,燃えないごみ,危なくないようにビニール袋等で包む。電球型蛍光灯の回収日、回収場所は市役所からお知らせします。
,電子手帳,燃えないごみ,電池を抜いて出す。
,電池（乾電池、充電式電池）,資源物,燃えないごみの日に回収。
,テント（シート）,燃えるごみ,指定袋に入らないものは直接搬入。
,電動工具,燃えないごみ,家庭で使用のものに限る。指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,電動自転車,直接搬入するごみ,
,電話機,燃えないごみ,
,砥石,燃えないごみ,ビニール袋等で包む。
,トイレ用ブラシ,燃えるごみ,
,陶器,燃えないごみ,指定袋に入らないものは直接搬入。危なくないようにビニール袋で包む。
,藤製品,燃えるごみ,指定袋に入らないものは直接搬入。
,灯油,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,トースター,燃えないごみ,コードは根元から切って束ねて出す。
,時計,燃えないごみ,電池を抜いて出す。
,登山シューズ,燃えるごみ,
,土鍋,燃えないごみ,危なくないようにビニール袋等で包む。
,ドライヤー,燃えないごみ,コードは根元から切って束ねて出す。
,トランシーバー,燃えないごみ,電池を抜いて出す。
,トランポリン（玩具）,直接搬入するごみ,
,鳥かご,燃えないごみ,指定袋に入らないものは直接搬入。
,塗料,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,トレー（色付き）,資源物,
,トレー（白色）,資源物,
,トレーニング機器,燃えないごみ,指定袋に入らないものは直接搬入。
,トロフィー,燃えるごみ,金属の部分は燃えないごみへ出す。
,ナイフ類,燃えないごみ,危なくないようにビニール袋で包む。
,長靴,燃えるごみ,
,流し台,直接搬入するごみ,できる範囲で解体、分別をしてください。
,なた,燃えないごみ,危なくないようにビニール袋等で包む。
,ナット,燃えないごみ,
,納豆のパック,資源物,汚れの落ちないものは燃えるごみ。
,鍋,燃えないごみ,指定袋に入らないものは直接搬入。
,鍋焼きうどんのアルミ鍋,燃えないごみ,洗って出す。
,なわとび,燃えるごみ,
,ニッパ,燃えないごみ,
,人形,燃えるごみ,指定袋に入らないものは直接搬入。
,人形ケース,燃えないごみ,ガラス部分をはずして出す。
,ぬいぐるみ,燃えるごみ,
,縫い針,燃えないごみ,危なくないようにビニール袋で包む。
,布類,燃えるごみ,きれいな物は衣類回収へ。
,猫砂,燃えるごみ,汚物は必ず取り除く。
,ねじ,燃えないごみ,
,ネット（プラスチック製）,資源物,果物などが入っていたもの。
,寝袋,燃えるごみ,指定袋に入らないものは直接搬入。
,粘土,燃えないごみ,
,粘着テープ,燃えるごみ,
,ノート,燃えるごみ,
,農機具・農業用資材・農業用ビニール,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,農業用の水槽・消毒用タンク,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,農薬,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,のこぎり,燃えないごみ,危なくないようにビニール袋で包む。
,のみ,燃えないごみ,危なくないようにビニール袋で包む。
,パイプ椅子,燃えないごみ,指定袋に入らないものは直接搬入。
,パイプヘッド,直接搬入するごみ,
,廃油（灯油、ガソリン、オイル等）,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,バインダー,燃えるごみ,金属の部分は燃えないごみ。
,剥製（はくせい）,燃えるごみ,指定袋に入らないものは直接搬入。
,はけ,燃えるごみ,
,バケツ（プラスチック製）,燃えるごみ,金属製、金属の部分は燃えないごみ。
,はさみ,燃えないごみ,危なくないようにビニール袋で包む。
,はしご（木製）,燃えるごみ,大きいものは解体すること。または直接搬入。
,はしご（金属製）,直接搬入するごみ,
,柱時計,燃えないごみ,電池を抜いて出す。指定袋に入らないものは直接搬入。
,パソコン、ノートパソコン,燃えないごみ,指定袋に入らないものは直接搬入。個人情報に注意してください。
,発炎筒,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,バッグ（ハンドバッグ）,燃えるごみ,きれいな物は衣類回収へ。
,バッテリー,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,バット（木製）,燃えるごみ,
,発砲スチロール容器,資源物,大きなものは割って出す。
,花火,燃えるごみ,一晩水に濡らせる。
,歯ブラシ,燃えるごみ,
,歯磨き粉のチューブ,燃えるごみ,
,バラン（お弁当に入っているプラスチック製の緑色の草、花）,燃えるごみ,
,針,燃えないごみ,危なくないようにビニール袋で包む。
,針金,燃えないごみ,束ねて出す。
,ハンガー,燃えるごみ,金属製の物は束ねて燃えないごみ。
,ピアノ,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,ビー玉,燃えないごみ,
,ビーチパラソル,直接搬入するごみ,
,ビート版,燃えるごみ,指定袋に入らないものは直接搬入。
,ビデオカメラ,燃えないごみ,
,ビデオテープ・ケース,燃えるごみ,
,ビデオデッキ,燃えないごみ,指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,火鉢,直接搬入するごみ,
,火ばさみ,燃えないごみ,
,百科事典,資源物,古紙類。
,肥料袋,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,ピンセット,燃えないごみ,
,ピン止め,燃えないごみ,
,ピンポン玉,燃えるごみ,
,ファイル,燃えるごみ,金属部分は燃えないごみ。
,ファスナー,燃えないごみ,
,ファックス（家庭用）,燃えないごみ,指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,ファンヒーター,燃えないごみ,灯油を使い切って、タンクを空にする。指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,フィルム,燃えるごみ,
,ブーツ,燃えるごみ,きれいな物は衣類回収へ。
,風船,燃えるごみ,
,風鈴,燃えないごみ,
,プール（子供用）,燃えるごみ,
,フォーク,燃えないごみ,
,筆,燃えるごみ,
,ふで箱,燃えるごみ,
,袋（ビニール製で容器包装のもの）,資源物,割りばし・お手ふきの袋、レジ袋など
,袋（ビニール製で容器包装でないもの）,燃えるごみ,クリーニングの袋
,ふた（アルミ製）,資源物,ゴムやプラスチックのパッキンがついているものは燃えないごみ。
,ふた（プラスチック製）,資源物,
,仏壇,受け入れできないもの,販売店などへ問合せ。
,ふとん（座布団含む）,直接搬入するごみ,指定袋に入るものは燃えるごみ。
,ふとんカバー,燃えるごみ,
,フライパン,燃えないごみ,
,ブラインド,直接搬入するごみ,
,フラワーポット（家庭用）,資源物,洗って出す。
,ブランコ,直接搬入するごみ,
,プラモデル,燃えるごみ,
,プリンター（家庭用）,燃えないごみ,指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,プリンのカップ,資源物,水で軽くすすぐ。
,ブルーシート,燃えるごみ,
,ブルーレイディスク,燃えるごみ,
,ブルーレイレコーダー,燃えないごみ,
,古着,燃えるごみ,きれいな物は衣類回収へ。
,ブロック（プラスチック製）,燃えるごみ,
,風呂給湯器,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,風呂敷,燃えるごみ,
,フロッピーディスク,燃えるごみ,
,風呂のふた,燃えるごみ,指定袋に入らないものは直接搬入。
,風呂マット,燃えるごみ,
,文鎮,燃えないごみ,
,ペーパータオル,燃えるごみ,
,ペーパーナイフ（金属製）,燃えないごみ,木製・プラスチック製は燃えるごみ。
,ヘアバンド,燃えるごみ,金属製は燃えないごみ。
,ヘアーブラシ,燃えるごみ,
,ヘアピン,燃えないごみ,
,ベッド,直接搬入するごみ,
,ペットの使用した砂,燃えるごみ,汚物は必ず取り除く。
,ペットのトイレシート,燃えるごみ,汚物は必ず取り除く。
,ペットボトル（飲料用・醤油など）,資源物,
,ペットボトルのふた・ラベル,資源物,
,ベビーカー,直接搬入するごみ,
,ベビーベット,直接搬入するごみ,
,ヘルスメーター（体重計）,燃えないごみ,電池を抜いて出す。指定袋に入らないものは直接搬入。
,ベルト,燃えるごみ,
,ヘルメット,燃えないごみ,
,ペン（フェルトペン・ボールペン等）,燃えるごみ,金属製の物は燃えないごみ。
,ペンキ（家庭用で少量の場合）,燃えるごみ,新聞紙等に吸わせて乾燥させる。
,ペンキ(多量の場合）,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,ペンキの缶,燃えないごみ,中身を空にしてから。
,便座,燃えるごみ,ウォシュレット式は燃えないごみ。
,ペンチ,燃えないごみ,
,弁当箱,燃えるごみ,金属製は燃えないごみ。
,望遠鏡（天体望遠鏡）,燃えないごみ,指定袋に入らないものは直接搬入。
,ほうき,燃えるごみ,指定袋に入らないものは直接搬入。
,芳香剤,燃えるごみ,缶の物は燃えないごみ。
,芳香剤等の空容器,資源物,
,包装フィルム,資源物,
,帽子,燃えるごみ,きれいな物は衣類回収へ。
,包丁,燃えないごみ,危なくないようにビニール袋で包む。
,ボウリングの玉,直接搬入するごみ,
,ホース,燃えるごみ,1m程度に切断する。
,ホースリール,燃えるごみ,
,ポータブルトイレ,直接搬入するごみ,
,ボール（サッカー・野球・ゴルフ等）,燃えるごみ,空気が抜けるものは抜く。
,ホーロー鍋,燃えないごみ,
,ポケットティッシュの袋,資源物,
,ポスター,資源物,
,歩行器,直接搬入するごみ,
,ボルト,燃えないごみ,
,ポット,燃えないごみ,
,ホットカーラー,燃えないごみ,
