city_id,name,category,note
,使い捨てカイロ,燃えるごみ,指定袋へ入れてください
,釣竿,燃えるごみ,指定袋へ入れてください
,鉄アレイ,燃えないごみ,金属類コンテナへ出してください
,テレビゲーム,燃えないごみ,金属類コンテナへ出してください
,電子ピアノ,集積場所には出せない物,直接搬入（燃えないごみ）又は戸別収集
,電気（ホット）カーペット,燃えるごみ,小さくたたみ紐で縛ってください
,電気ひげ剃り,燃えないごみ,金属類コンテナへ出してください
,電気コード,燃えないごみ,金属類コンテナへ出してください
,電気ポット,燃えないごみ,金属類コンテナへ出してください
,電気毛布,燃えるごみ,小さくして紐で縛ってください
,電子レンジ,燃えないごみ,金属類コンテナへ出してください
,電卓,燃えないごみ,金属類コンテナへ出してください
,電話機,燃えないごみ,金属類コンテナへ出してください
,時計,燃えるごみ/燃えないごみ,環境課へお問い合わせください
,トタン（ビニール製）,燃えるごみ,小さくし、紐で縛ってください　大量の場合は直接搬入してください
,トタン（ブリキ製）,燃えないごみ,小さくし、紐で縛ってください　大量の場合は直接搬入してください
,土鍋,資源類,陶磁器類コンテナへ出してください
,ドライヤー,燃えないごみ,金属類コンテナへ出してください
,ナイフ,燃えないごみ,空き缶等に入れて金属類コンテナへ出してください
,鍋（金属製）,燃えないごみ,金属類コンテナへ出してください
,パイプベッド,集積所には出せない物,直接搬入（燃えないごみ）又は戸別収集
,柱,集積所には出せない物,環境課へお問い合わせください
,パソコン,製造メーカー/燃えないごみ,製造メーカー回収又は金属類コンテナへ
,発泡スチロール,燃えるごみ,指定袋へ入れてください
,花火（未使用）,燃えるごみ,水に浸けてから、指定袋に入れて下さい
,ハンガー（プラスチック製）,燃えるごみ,指定袋へ入れてください
,ピアノ,集積場所には出せない物,専門店にご相談ください
,ビデオテープ,燃えるごみ,指定袋へ入れてください
,ビデオデッキ,燃えないごみ,金属類コンテナへ出してください
,ファンヒーター,燃えないごみ,金属類コンテナへ出してください
,布団,燃えるごみ,小さくし、紐で縛ってください（１度に３枚）　大量の場合は直接搬入してください
,プリンター,燃えないごみ,金属類コンテナへ出してください
,ブロック・レンガ,集積場所には出せない物,直接搬入（ガレキ類）　環境課で指示を受けてください
,風呂のふた,燃えるごみ,指定袋へ入れてください
,風呂マット,燃えるごみ,指定袋へ入れてください
,ベビーカーA型・B型,燃えるごみ,指定袋へ入れてください
,ベビーベッド,集積場所には出せない物,直接搬入（燃えるごみ）又は戸別回収　
,ヘルメット,燃えるごみ,指定袋へ入れてください
,便器,集積場所には出せない物,直接搬入（最終処分場）
,便座（洗浄機能付）,燃えるごみ,指定袋へ入れてください
,防具（剣道用）,燃えるごみ/燃えないごみ,面は燃えないごみ、その他は燃えるごみ
,防虫剤,燃えるごみ,指定袋へ入れてください
,包丁,燃えないごみ,空き缶等に入れて金属類コンテナへ出してください
,ホース,燃えるごみ,指定袋へ入れてください
,ポータブルトイレ,燃えるごみ,指定袋へ入れてください
,ボタン電池,資源類,乾電池の専用コンテナに入れてください
,ホットカーペット,燃えるごみ,小さくして紐で縛ってください
,ポット（プラスチック製）,燃えるごみ,指定袋へ入れてください
,ポリ容器（１８㍑）,燃えるごみ,指定袋へ入れてください
,保冷剤,燃えるごみ,指定袋へ入れてください
,マッサージ器,集積所には出せない物,直接搬入（燃えないごみ）又は戸別収集
,マットレス（スプリング入り）,集積所には出せない物,直接搬入（燃えるごみ）又は戸別収集
,マニキュアのびん,資源類,陶磁器類コンテナへ出してください
,ミキサー,燃えないごみ,金属類コンテナへ出してください
,ミシン（足踏み）,燃えるごみ/燃えないごみ,環境課へお問い合わせください
,ミシン（ポータブル）,燃えないごみ,金属類コンテナへ出してください
,餅つき機,燃えないごみ,金属類コンテナへ出してください
,物干竿,集積所には出せない物,直接搬入（燃えないごみ）又は戸別収集
,物干台,集積所には出せない物,直接搬入（ガレキ類）又は戸別収集
,湯たんぽ（陶器製）,資源類,陶磁器類コンテナへ出してください
,湯たんぽ（プラスチック製）,燃えるごみ,指定袋へ入れてください
,ライター（使い捨て）,資源類,専用コンテナへ出してください
,ラジオ,燃えないごみ,金属類コンテナへ出してください
,レコード盤,燃えるごみ,指定袋へ入れてください
,ローラースケート（金属製）,燃えないごみ,金属類コンテナへ出してください
,ワープロ,燃えないごみ,金属類コンテナへ出してください
,雑誌,古紙類,お菓子やティッシュの箱も雑誌、雑紙に入れリサイクルしてください。
,雑紙,古紙類,お菓子やティッシュの箱も雑誌、雑紙に入れリサイクルしてください。
,新聞紙,古紙類,折込チラシは新聞と一緒に出してください。
,ダンボール,古紙類,金具や粘着テープははずしてください。
