city_id,name,category,note
,ソファー,集積場所には出せません,直接搬入(燃えるごみ)
,大海,収集しません,販売店へご相談ください
,耐火金庫,金属類,金属類として出してください
,体温計(水銀式),収集しません,役場へ直接出してください
,体温計(電池式),燃えるごみ,町指定袋へ入れてください
,タイヤチエーン,燃えるごみ,ゴム製は燃えるごみ、金属製は燃えないごみ
,卓上コンロ,金属類,金属類として出してください
,畳,集積場所には出せません,直接搬入(燃えるごみ)※1回につき5枚まで
,たんす,集積場所には出せません,直接搬入(燃えるごみ)
,地球儀,燃えるごみ,町指定袋へ入れてください
,チャイルドシート,燃えるごみ,町指定袋へ入れてください
,使い捨てカイロ,燃えるごみ,町指定袋へ入れてください
,釣竿,燃えるごみ,町指定袋へ入れてください
,鉄アレイ,金属類,金属類として出してください
,テレビ(液晶含む),収集しません,家電リサイクル対象商品
,テレビゲーム,金属類,金属類として出してください
,電子ピアノ,金属類,金属類として出してください
,電気ひげ剃り,金属類,金属類として出してください
,電気ポット,金属類,金属類として出してください
,電気毛布（カーペット）,燃えるごみ,小さくして紐で縛って、町指定袋をつけるか、直接搬入してください※コードは外して金属類として出してください
,電球,資源類,専用コンテナに入れてください
,電球（割れたもの）,金属類,金属類として出してください
,電子オルガン,金属類,金属類として出してください
,電子レンジ,金属類,金属類として出してください
,電卓,燃えるごみ,町指定袋へ入れてください
,電話機,燃えるごみ,町指定袋へ入れてください
,卜タン(ビニール製),燃えるごみ,小さくして紐で縛って町指定袋をつげてください※多量の場合は直接搬入してください
,卜タン(ブリキ製),金属類,1辺を1m以内にして出してください※多量の場合は直接搬入してください
,土鍋,ガラス・陶磁器類,ガラス・陶磁器類として出してください
,ドライヤー,金属類,金属類として出してください
,塗料,収集しません,専門店にご相談ください
,ナイフ,金属類,空き缶等に入れて金属類として出してください
,長靴,燃えるごみ,町指定袋へ入れてください
,鍋(金属製),金属類,金属類として出してください
,農機具,収集しません,専門店にご相談ください
,農業用ビニール,収集しません,専門店にご相談ください
,農薬,収集しません,専門店にご相談ください
,パイプベッド,金属類,金属類として出してください
,パソコン,収集しません,"パソコンリサイクル対象商品
"
,発泡スチロール（白色のみ）,資源類,専用コンテナに入れてください
,発泡スチロール（白色以外）,燃えるごみ,町指定袋へ入れてください
,花火(未使用),燃えるごみ,水に浸けてから町指定袋に入れてください
,ハンガー(プラスチック製),燃えるごみ,町指定袋へ入れてください
,ピアノ,収集しません,専門店にご相談ください
,ビデオテープ,燃えるごみ,町指定袋へ入れてください
,ビデオデッキ,金属類,金属類として出してください
,ビール瓶,収集しません,購入店舗で引取り、小中学校資源回収へ
,ファンヒーター,金属類,金属類として出してください
,布団,燃えるごみ,小さくし、紐で縛って町指定袋をつけてください(1枚につき35?の町指定袋を1枚つける)多量の場合は直接搬入してください
,プリンター,金属類,金属類として出してください
,風呂のふた,燃えるごみ,丸めて紐で縛って町指定袋をつけて出すか、直接搬入してください
,風呂マット,燃えるごみ,町指定袋へ入れてください
,ベビーベッド,集積場所には出せません,直接搬入(燃えるごみ)
,ベビーカー,集積場所には出せません,直接搬入
,ベルト(バンド),燃えるごみ,町指定袋へ入れてください
,ヘルメット,燃えるごみ,町指定袋へ入れてください
,防具(剣道用),燃えるごみ,面は燃えないごみ、その他は燃えるごみ
,防虫剤,燃えるごみ,町指定袋へ入れてください
,包丁,金属類,空き缶等に入れて金属類として出してください
,ホース,燃えるごみ,町指定袋へ入れてください※切って入れてください
,ポータブルトイレ,燃えるごみ,町指定袋へ入れてください
,ボールペン,燃えるごみ,町指定袋へ入れてください
,ボタン電池,資源類,乾電池の専用コンテナに入れてください
,ホットカーペット,燃えるごみ,小さくして紐で縛って、町指定袋をつけるか、直接搬入してください
,ポット(プラスチック製),燃えるごみ,町指定袋へ入れてください
,保冷剤,燃えるごみ,町指定袋へ入れてください
,マッサージ機,金属類,金属類として出してください
,マットレス(スプリング入り),集積場所には出せません,直接搬入(燃えるごみ)
,マニキュアのびん,ガラス・陶磁器類,ガラス・陶磁器類として出してください
,ミキサー,金属類,金属類として出してください
,ミシン(足踏み),金属類,金属類として出してください
,ミシン(ポータブル),金属類,金属類として出してください
,餅つき機,金属類,金属類として出してください
,物干竿,集積場所には出せません,直接搬入(金属類)
,湯たんぽ(陶器製),ガラス・陶磁器類,ガラス・陶磁器類として出してください
,湯たんぽ(プラスチック製),燃えるごみ,町指定袋へ入れてください
,ライター(使い捨て),金属類,使い切ってから金属類として出してください
,冷蔵庫・冷凍庫,収集しません,家電リサイクル対象商品
,レコード盤,燃えるごみ,町指定袋へ入れてください
,ローラースケート(金属製),金属類,金属類として出してください
,ワープロ,金属類,金属類として出してください
